HRBP,ERRCAUTER,INSUFFANESTH,LVFAILURE,LVEDVOLUME,CO,HRSAT,HREKG,HR,CATECHOL,STROKEVOLUME,ERRLOWOUTPUT,MINVOLSET
HIGH,True,True,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,True,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,LOW,False,HIGH
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,LOW
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
LOW,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,HIGH,LOW,NORMAL,NORMAL,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,LOW
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
LOW,False,False,False,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
LOW,False,False,False,NORMAL,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
HIGH,False,False,False,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,True,False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,HIGH
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
LOW,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,True,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,True,True,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,LOW,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,False,NORMAL
LOW,True,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,LOW
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,True,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
LOW,False,True,False,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,True,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,LOW
NORMAL,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
LOW,False,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
HIGH,False,False,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,True,False,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,True,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,True,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,LOW
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,LOW,True,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,LOW
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,True,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,True,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,False,LOW
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,HIGH,LOW,NORMAL,NORMAL,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,LOW
HIGH,False,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,HIGH
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,True,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,True,False,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,True,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
LOW,True,False,False,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,False,NORMAL
HIGH,True,False,True,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH
LOW,False,False,False,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,LOW,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,LOW,LOW,NORMAL,NORMAL,LOW,HIGH,NORMAL,False,LOW
HIGH,True,True,False,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,True,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,False,HIGH
LOW,False,False,False,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,NORMAL,LOW,LOW,LOW,NORMAL,HIGH,LOW,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
